transaction_id,transaction_date,revenue_amount,transaction_type,quantity,gross_amount,source_system
TX0008681,2026-04-02,9256.89,FEE,31.82,172537.48,IPERFORM
TX0008682,2026-04-06,10769.39,COMMISSION,32.96,209999.4,IPERFORM
TX0008683,2026-04-10,11177.58,TRAIL,15.29,171986.1,IPERFORM
TX0008684,2026-04-14,11606.24,INTEREST,88.3,138069.24,IPERFORM
TX0008685,2026-04-18,7154.18,FEE,43.48,112135.53,IPERFORM
TX0008686,2026-04-22,6945.57,COMMISSION,71.34,162361.35,IPERFORM
TX0008687,2026-04-26,9049.25,TRAIL,87.93,142707.15,IPERFORM
TX0008688,2026-04-03,8863.78,FEE,10.81,112624.15,IPERFORM
TX0008689,2026-04-07,10230.71,COMMISSION,38.54,92574.98,IPERFORM
TX0008690,2026-04-11,11812.77,TRAIL,10.19,167573.28,IPERFORM
TX0008691,2026-04-15,12035.6,INTEREST,6.28,183908.23,IPERFORM
TX0008692,2026-04-19,9056.35,FEE,29.66,222298.76,IPERFORM
TX0008693,2026-04-23,8313.5,COMMISSION,14.43,89194.51,IPERFORM
TX0008694,2026-04-27,6888.0,TRAIL,83.59,134953.49,IPERFORM
TX0008695,2026-04-04,7383.08,FEE,50.78,60970.65,IPERFORM
TX0008696,2026-04-08,11768.73,COMMISSION,17.78,138392.98,IPERFORM
TX0008697,2026-04-12,9516.32,TRAIL,95.0,193310.73,IPERFORM
TX0008698,2026-04-16,11211.65,INTEREST,49.48,209032.7,IPERFORM
TX0008699,2026-04-20,8856.05,FEE,8.77,203758.32,IPERFORM
TX0008700,2026-04-24,8786.21,COMMISSION,88.12,72715.77,IPERFORM
TX0008701,2026-04-28,7207.97,TRAIL,88.31,153285.91,IPERFORM
TX0008702,2026-04-01,10728.09,FEE,41.11,172210.0,IPERFORM
TX0008703,2026-04-05,8097.57,COMMISSION,65.98,89425.06,IPERFORM
TX0008704,2026-04-09,9999.13,TRAIL,31.17,156430.61,IPERFORM
TX0008705,2026-04-13,11393.99,INTEREST,1.22,193231.87,IPERFORM
TX0008706,2026-04-17,10938.95,FEE,62.55,187461.08,IPERFORM
TX0008707,2026-04-21,10799.42,COMMISSION,30.96,148670.81,IPERFORM
TX0008708,2026-04-25,9560.02,TRAIL,89.19,101470.31,IPERFORM
TX0008709,2026-04-02,8113.98,FEE,76.5,120341.23,IPERFORM
TX0008710,2026-04-06,9240.44,COMMISSION,15.17,103296.93,IPERFORM
TX0008711,2026-04-10,11633.58,TRAIL,93.73,248531.12,IPERFORM
TX0008712,2026-04-14,12215.8,INTEREST,99.14,159054.91,IPERFORM
TX0008713,2026-04-18,8510.49,FEE,24.65,101896.29,IPERFORM
TX0008714,2026-04-22,7950.09,COMMISSION,45.42,131588.28,IPERFORM
TX0008715,2026-04-26,12213.44,TRAIL,73.64,230131.03,IPERFORM
TX0008716,2026-04-03,12745.28,FEE,85.69,142106.74,IPERFORM
TX0008717,2026-04-07,8273.04,COMMISSION,88.1,158460.42,IPERFORM
TX0008718,2026-04-11,10368.39,TRAIL,54.53,128311.39,IPERFORM
TX0008719,2026-04-15,8276.78,INTEREST,83.77,119604.27,IPERFORM
TX0008720,2026-04-19,7474.59,FEE,6.03,89708.32,IPERFORM
TX0008721,2026-04-23,9377.53,COMMISSION,83.87,104246.51,IPERFORM
TX0008722,2026-04-27,8791.11,TRAIL,21.91,126132.84,IPERFORM
TX0008723,2026-04-04,10601.27,FEE,24.26,95688.58,IPERFORM
TX0008724,2026-04-08,9886.35,COMMISSION,1.78,198870.37,IPERFORM
TX0008725,2026-04-12,10281.1,TRAIL,50.42,222251.77,IPERFORM
TX0008726,2026-04-16,12110.3,INTEREST,43.32,229426.43,IPERFORM
TX0008727,2026-04-20,8713.32,FEE,39.13,150335.33,IPERFORM
TX0008728,2026-04-24,11333.65,COMMISSION,81.14,98368.84,IPERFORM
TX0008729,2026-04-28,11140.91,TRAIL,56.22,225090.52,IPERFORM
TX0008730,2026-04-01,10837.73,FEE,66.68,206750.71,IPERFORM
TX0008731,2026-04-05,9651.92,COMMISSION,12.05,234057.87,IPERFORM
TX0008732,2026-04-09,8999.5,TRAIL,34.73,92476.99,IPERFORM
TX0008733,2026-04-13,10128.62,INTEREST,3.06,165008.31,IPERFORM
TX0008734,2026-04-17,9408.34,FEE,16.37,139972.45,IPERFORM
TX0008735,2026-04-21,12651.34,COMMISSION,13.86,114549.28,IPERFORM
TX0008736,2026-04-25,12759.36,TRAIL,18.97,116654.11,IPERFORM
TX0008737,2026-04-02,10011.01,FEE,55.96,96069.59,IPERFORM
TX0008738,2026-04-06,12473.2,COMMISSION,61.53,135086.33,IPERFORM
TX0008739,2026-04-10,12505.2,TRAIL,48.31,254813.68,IPERFORM
TX0008740,2026-04-14,12218.06,INTEREST,30.98,149386.0,IPERFORM
TX0008741,2026-04-18,8938.2,FEE,92.97,107154.58,IPERFORM
TX0008742,2026-04-22,9102.17,COMMISSION,32.82,172855.02,IPERFORM
TX0008743,2026-04-26,10468.88,TRAIL,40.94,131699.57,IPERFORM
TX0008744,2026-04-03,11355.65,FEE,74.09,191668.08,IPERFORM
TX0008745,2026-04-07,8290.54,COMMISSION,11.04,165106.68,IPERFORM
TX0008746,2026-04-11,10169.68,TRAIL,73.13,250999.99,IPERFORM
TX0008747,2026-04-15,11808.06,INTEREST,1.85,116437.11,IPERFORM
TX0008748,2026-04-19,7543.52,FEE,63.61,71730.06,IPERFORM
TX0008749,2026-04-23,12970.68,COMMISSION,87.55,212575.18,IPERFORM
TX0008750,2026-04-27,7871.12,TRAIL,57.12,194484.41,IPERFORM
TX0008751,2026-04-04,8204.82,FEE,54.17,149645.78,IPERFORM
TX0008752,2026-04-08,8931.97,COMMISSION,91.53,125402.69,IPERFORM
TX0008753,2026-04-12,8198.0,TRAIL,79.73,115254.69,IPERFORM
TX0008754,2026-04-16,10701.18,INTEREST,79.02,116783.33,IPERFORM
TX0008755,2026-04-20,7781.99,FEE,87.94,89768.66,IPERFORM
TX0008756,2026-04-24,10801.71,COMMISSION,94.12,90907.06,IPERFORM
TX0008757,2026-04-28,9588.44,TRAIL,3.71,197315.68,IPERFORM
TX0008758,2026-04-01,7265.1,FEE,46.14,171480.95,IPERFORM
TX0008759,2026-04-05,10543.68,COMMISSION,62.23,92556.85,IPERFORM
TX0008760,2026-04-09,8025.94,TRAIL,72.36,131191.05,IPERFORM
TX0008761,2026-04-13,6466.89,INTEREST,72.52,134965.46,IPERFORM
TX0008762,2026-04-17,6286.41,FEE,52.29,116403.67,IPERFORM
TX0008763,2026-04-21,7144.43,COMMISSION,25.17,102823.01,IPERFORM
TX0008764,2026-04-25,9973.19,TRAIL,55.33,167480.3,IPERFORM
TX0008765,2026-04-02,6244.87,FEE,74.23,103666.31,IPERFORM
TX0008766,2026-04-06,10292.03,COMMISSION,27.03,102121.95,IPERFORM
TX0008767,2026-04-10,6393.79,TRAIL,74.09,57516.01,IPERFORM
TX0008768,2026-04-14,6399.23,INTEREST,53.44,131947.32,IPERFORM
TX0008769,2026-04-18,7277.7,FEE,74.39,109523.99,IPERFORM
TX0008770,2026-04-22,10629.05,COMMISSION,34.3,215293.86,IPERFORM
TX0008771,2026-04-26,11520.52,TRAIL,4.26,95526.51,IPERFORM
TX0008772,2026-04-03,10800.94,FEE,37.15,148030.48,IPERFORM
TX0008773,2026-04-07,8975.81,COMMISSION,22.06,104761.94,IPERFORM
TX0008774,2026-04-11,10166.22,TRAIL,90.48,95888.9,IPERFORM
TX0008775,2026-04-15,9061.32,INTEREST,72.88,130733.59,IPERFORM
TX0008776,2026-04-19,11037.86,FEE,69.0,99091.49,IPERFORM
TX0008777,2026-04-23,9549.68,COMMISSION,98.8,151948.79,IPERFORM
TX0008778,2026-04-27,10713.68,TRAIL,74.07,194937.71,IPERFORM
TX0008779,2026-04-04,8826.99,FEE,25.74,175320.33,IPERFORM
TX0008780,2026-04-08,7901.34,COMMISSION,6.61,100864.28,IPERFORM
TX0008781,2026-04-12,7478.01,TRAIL,18.48,88787.84,IPERFORM
TX0008782,2026-04-16,10557.24,INTEREST,26.29,146633.34,IPERFORM
TX0008783,2026-04-20,8551.74,FEE,38.44,117380.16,IPERFORM
TX0008784,2026-04-24,9669.38,COMMISSION,70.74,196353.75,IPERFORM
TX0008785,2026-04-28,10330.56,TRAIL,41.61,214372.73,IPERFORM
TX0008786,2026-04-01,7693.97,FEE,28.0,125624.42,IPERFORM
TX0008787,2026-04-05,9236.31,COMMISSION,94.25,115798.84,IPERFORM
TX0008788,2026-04-09,7662.34,TRAIL,63.73,111026.62,IPERFORM
TX0008789,2026-04-13,10076.48,INTEREST,28.47,144128.84,IPERFORM
TX0008790,2026-04-17,7641.34,FEE,93.95,159830.22,IPERFORM
TX0008791,2026-04-21,7300.4,COMMISSION,73.26,143604.21,IPERFORM
TX0008792,2026-04-25,11902.0,TRAIL,91.63,132237.46,IPERFORM
TX0008793,2026-04-02,6786.25,FEE,42.22,136861.56,IPERFORM
TX0008794,2026-04-06,8729.32,COMMISSION,42.85,168140.21,IPERFORM
TX0008795,2026-04-10,11825.87,TRAIL,67.13,167740.94,IPERFORM
TX0008796,2026-04-14,11665.9,INTEREST,35.27,234455.33,IPERFORM
TX0008797,2026-04-18,9093.44,FEE,91.93,181896.34,IPERFORM
TX0008798,2026-04-22,7608.77,COMMISSION,36.15,112435.39,IPERFORM
TX0008799,2026-04-26,11677.93,TRAIL,22.0,222162.34,IPERFORM
TX0008800,2026-04-03,8752.92,FEE,11.24,103214.35,IPERFORM
TX0008801,2026-04-07,10743.16,COMMISSION,74.57,98276.51,IPERFORM
TX0008802,2026-04-11,9154.09,TRAIL,94.48,191157.04,IPERFORM
TX0008803,2026-04-15,6688.17,INTEREST,27.99,135776.05,IPERFORM
TX0008804,2026-04-19,8242.38,FEE,85.61,125376.26,IPERFORM
TX0008805,2026-04-23,11396.33,COMMISSION,30.7,135020.42,IPERFORM
TX0008806,2026-04-27,12269.68,TRAIL,31.44,208485.94,IPERFORM
TX0008807,2026-04-04,11011.91,FEE,2.4,158446.07,IPERFORM
TX0008808,2026-04-08,10337.66,COMMISSION,94.06,152882.21,IPERFORM
TX0008809,2026-04-12,10988.13,TRAIL,14.99,207025.93,IPERFORM
TX0008810,2026-04-16,11424.72,INTEREST,10.25,280087.41,IPERFORM
TX0008811,2026-04-20,11575.64,FEE,70.18,120793.95,IPERFORM
TX0008812,2026-04-24,10397.24,COMMISSION,46.59,117302.11,IPERFORM
TX0008813,2026-04-28,12279.01,TRAIL,49.82,256154.28,IPERFORM
TX0008814,2026-04-01,7558.82,FEE,86.26,117885.97,IPERFORM
TX0008815,2026-04-05,7762.5,COMMISSION,21.13,111366.79,IPERFORM
TX0008816,2026-04-09,10861.47,TRAIL,24.52,115117.4,IPERFORM
TX0008817,2026-04-13,12179.56,INTEREST,47.37,274586.46,IPERFORM
TX0008818,2026-04-17,7842.63,FEE,84.01,136118.47,IPERFORM
TX0008819,2026-04-21,11054.76,COMMISSION,62.96,150785.14,IPERFORM
TX0008820,2026-04-25,10992.95,TRAIL,51.77,228867.61,IPERFORM
TX0008821,2026-05-02,5852.53,FEE,7.05,86360.84,IPERFORM
TX0008822,2026-05-06,5515.52,COMMISSION,1.59,129716.99,IPERFORM
TX0008823,2026-05-10,3624.34,TRAIL,16.03,70602.48,IPERFORM
TX0008824,2026-05-14,4561.37,INTEREST,45.47,94421.93,IPERFORM
TX0008825,2026-05-18,4829.84,FEE,56.95,104295.93,IPERFORM
TX0008826,2026-05-22,4594.2,COMMISSION,96.67,50919.21,IPERFORM
TX0008827,2026-05-26,4709.53,TRAIL,88.19,63355.77,IPERFORM
TX0008828,2026-05-03,5237.18,FEE,71.96,108299.38,IPERFORM
TX0008829,2026-05-07,4668.8,COMMISSION,74.29,38025.48,IPERFORM
TX0008830,2026-05-11,6256.14,TRAIL,16.94,131422.25,IPERFORM
TX0008831,2026-05-15,4680.96,INTEREST,66.41,45730.77,IPERFORM
TX0008832,2026-05-19,3440.76,FEE,2.01,38495.16,IPERFORM
TX0008833,2026-05-23,6261.48,COMMISSION,10.49,129302.41,IPERFORM
TX0008834,2026-05-27,4891.62,TRAIL,8.34,46359.48,IPERFORM
TX0008835,2026-05-04,5506.44,FEE,3.26,55280.58,IPERFORM
TX0008836,2026-05-08,5114.76,COMMISSION,29.07,113420.35,IPERFORM
TX0008837,2026-05-12,4086.05,TRAIL,1.9,96937.2,IPERFORM
TX0008838,2026-05-16,5343.16,INTEREST,20.0,110982.88,IPERFORM
TX0008839,2026-05-20,5352.71,FEE,97.76,70267.86,IPERFORM
TX0008840,2026-05-24,5216.01,COMMISSION,12.99,123224.33,IPERFORM
TX0008841,2026-05-28,6035.21,TRAIL,17.74,110080.47,IPERFORM
TX0008842,2026-05-01,4192.09,FEE,45.69,92374.48,IPERFORM
TX0008843,2026-05-05,4510.88,COMMISSION,37.93,74763.81,IPERFORM
TX0008844,2026-05-09,3993.98,TRAIL,7.55,39420.97,IPERFORM
TX0008845,2026-05-13,4337.39,INTEREST,72.58,61997.19,IPERFORM
TX0008846,2026-05-17,6692.66,FEE,90.56,96823.96,IPERFORM
TX0008847,2026-05-21,3726.29,COMMISSION,62.0,34407.84,IPERFORM
TX0008848,2026-05-25,6520.13,TRAIL,65.96,96559.69,IPERFORM
TX0008849,2026-05-02,6672.41,FEE,25.67,64460.74,IPERFORM
TX0008850,2026-05-06,5943.34,COMMISSION,79.72,121448.15,IPERFORM
TX0008851,2026-05-10,6531.25,TRAIL,46.1,88467.7,IPERFORM
TX0008852,2026-05-14,5505.1,INTEREST,68.86,124290.6,IPERFORM
TX0008853,2026-05-18,4057.78,FEE,99.33,34517.05,IPERFORM
TX0008854,2026-05-22,4792.87,COMMISSION,99.49,111428.55,IPERFORM
TX0008855,2026-05-26,6226.71,TRAIL,17.8,67439.29,IPERFORM
TX0008856,2026-05-03,6134.86,FEE,54.99,83979.21,IPERFORM
TX0008857,2026-05-07,5974.92,COMMISSION,81.27,92133.21,IPERFORM
TX0008858,2026-05-11,6530.91,TRAIL,50.28,134017.43,IPERFORM
TX0008859,2026-05-15,4280.69,INTEREST,61.19,40655.27,IPERFORM
TX0008860,2026-05-19,5083.06,FEE,52.85,112499.37,IPERFORM
TX0008861,2026-05-23,5969.01,COMMISSION,16.65,104958.2,IPERFORM
TX0008862,2026-05-27,6799.83,TRAIL,87.2,99736.02,IPERFORM
TX0008863,2026-05-04,5912.78,FEE,61.76,110340.66,IPERFORM
TX0008864,2026-05-08,5341.21,COMMISSION,55.28,54309.49,IPERFORM
TX0008865,2026-05-12,6933.16,TRAIL,48.05,60610.04,IPERFORM
TX0008866,2026-05-16,4426.63,INTEREST,50.3,71346.02,IPERFORM
TX0008867,2026-05-20,6707.02,FEE,48.72,166520.12,IPERFORM
TX0008868,2026-05-24,5474.95,COMMISSION,95.32,124531.3,IPERFORM
TX0008869,2026-05-28,7379.15,TRAIL,2.71,168923.87,IPERFORM
TX0008870,2026-05-01,6796.22,FEE,1.56,71056.94,IPERFORM
TX0008871,2026-05-05,4109.32,COMMISSION,51.71,40701.03,IPERFORM
TX0008872,2026-05-09,5560.88,TRAIL,14.58,138553.51,IPERFORM
TX0008873,2026-05-13,4761.88,INTEREST,46.78,115447.11,IPERFORM
TX0008874,2026-05-17,7102.62,FEE,25.99,122671.55,IPERFORM
TX0008875,2026-05-21,4999.25,COMMISSION,62.27,78995.56,IPERFORM
TX0008876,2026-05-25,4523.47,TRAIL,2.24,39117.76,IPERFORM
TX0008877,2026-05-02,6452.95,FEE,30.19,139136.16,IPERFORM
TX0008878,2026-05-06,6181.25,COMMISSION,99.47,150861.84,IPERFORM
TX0008879,2026-05-10,6716.87,TRAIL,84.13,155705.43,IPERFORM
TX0008880,2026-05-14,6183.47,INTEREST,83.87,87850.52,IPERFORM
TX0008881,2026-05-18,6768.86,FEE,19.02,115444.04,IPERFORM
TX0008882,2026-05-22,5179.08,COMMISSION,28.36,119065.18,IPERFORM
TX0008883,2026-05-26,6904.38,TRAIL,12.56,70806.35,IPERFORM
TX0008884,2026-05-03,7082.58,FEE,81.9,81084.52,IPERFORM
TX0008885,2026-05-07,5084.35,COMMISSION,65.31,122935.07,IPERFORM
TX0008886,2026-05-11,6734.02,TRAIL,32.25,76677.35,IPERFORM
TX0008887,2026-05-15,6498.92,INTEREST,63.76,115367.9,IPERFORM
TX0008888,2026-05-19,6044.16,FEE,55.84,52648.13,IPERFORM
TX0008889,2026-05-23,5399.03,COMMISSION,61.52,91116.23,IPERFORM
TX0008890,2026-05-27,6657.41,TRAIL,50.56,76808.79,IPERFORM
TX0008891,2026-05-04,5802.04,FEE,68.81,92253.72,IPERFORM
TX0008892,2026-05-08,6406.14,COMMISSION,4.22,122182.28,IPERFORM
TX0008893,2026-05-12,3797.28,TRAIL,85.18,67588.46,IPERFORM
TX0008894,2026-05-16,4468.15,INTEREST,72.35,110451.6,IPERFORM
TX0008895,2026-05-20,6770.79,FEE,83.62,126627.72,IPERFORM
TX0008896,2026-05-24,6101.57,COMMISSION,67.85,106182.39,IPERFORM
TX0008897,2026-05-28,4093.64,TRAIL,98.36,60547.76,IPERFORM
TX0008898,2026-05-01,5797.22,FEE,16.44,130091.24,IPERFORM
TX0008899,2026-05-05,4559.69,COMMISSION,6.77,62751.31,IPERFORM
TX0008900,2026-05-09,6081.09,TRAIL,57.87,141608.61,IPERFORM
TX0008901,2026-05-13,5721.47,INTEREST,15.29,80891.58,IPERFORM
TX0008902,2026-05-17,5786.19,FEE,84.93,57168.62,IPERFORM
TX0008903,2026-05-21,6112.38,COMMISSION,81.94,57298.89,IPERFORM
TX0008904,2026-05-25,6755.42,TRAIL,88.24,80002.77,IPERFORM
TX0008905,2026-05-02,4503.36,FEE,38.7,37837.78,IPERFORM
TX0008906,2026-05-06,4761.34,COMMISSION,79.27,113279.4,IPERFORM
TX0008907,2026-05-10,5341.2,TRAIL,75.25,128340.98,IPERFORM
TX0008908,2026-05-14,4866.4,INTEREST,22.79,47976.46,IPERFORM
TX0008909,2026-05-18,7050.55,FEE,14.92,63635.13,IPERFORM
TX0008910,2026-05-22,6905.15,COMMISSION,95.9,110475.47,IPERFORM
TX0008911,2026-05-26,6612.76,TRAIL,74.66,157505.41,IPERFORM
TX0008912,2026-05-03,5137.34,FEE,27.71,98166.87,IPERFORM
TX0008913,2026-05-07,4292.24,COMMISSION,1.05,63184.86,IPERFORM
TX0008914,2026-05-11,4324.01,TRAIL,24.69,38395.81,IPERFORM
TX0008915,2026-05-15,6951.86,INTEREST,53.05,134936.62,IPERFORM
TX0008916,2026-05-19,6983.4,FEE,52.64,71798.38,IPERFORM
TX0008917,2026-05-23,5408.85,COMMISSION,25.71,113533.07,IPERFORM
TX0008918,2026-05-27,5998.57,TRAIL,48.33,84010.57,IPERFORM
TX0008919,2026-05-04,7166.3,FEE,8.57,114835.18,IPERFORM
TX0008920,2026-05-08,7361.9,COMMISSION,24.88,138078.2,IPERFORM
TX0008921,2026-05-12,6921.29,TRAIL,19.75,139478.15,IPERFORM
TX0008922,2026-05-16,6702.06,INTEREST,54.82,60504.31,IPERFORM
TX0008923,2026-05-20,5399.73,FEE,43.69,60111.8,IPERFORM
TX0008924,2026-05-24,5638.55,COMMISSION,44.58,66791.0,IPERFORM
TX0008925,2026-05-28,7617.56,TRAIL,16.08,177999.64,IPERFORM
TX0008926,2026-05-01,5520.79,FEE,10.57,92648.45,IPERFORM
TX0008927,2026-05-05,5438.89,COMMISSION,78.7,84944.27,IPERFORM
TX0008928,2026-05-09,5771.16,TRAIL,78.21,64580.92,IPERFORM
TX0008929,2026-05-13,5847.56,INTEREST,77.96,57801.17,IPERFORM
TX0008930,2026-05-17,6860.5,FEE,63.75,165409.54,IPERFORM
TX0008931,2026-05-21,5941.75,COMMISSION,37.78,83212.12,IPERFORM
TX0008932,2026-05-25,6664.78,TRAIL,89.06,134845.47,IPERFORM
TX0008933,2026-05-02,5897.62,FEE,98.0,116935.3,IPERFORM
TX0008934,2026-05-06,7064.39,COMMISSION,7.29,146247.05,IPERFORM
TX0008935,2026-05-10,5715.83,TRAIL,21.87,57619.86,IPERFORM
TX0008936,2026-05-14,4509.87,INTEREST,64.2,61223.6,IPERFORM
TX0008937,2026-05-18,4648.36,FEE,12.91,113204.67,IPERFORM
TX0008938,2026-05-22,4633.02,COMMISSION,53.35,81350.27,IPERFORM
TX0008939,2026-05-26,5405.36,TRAIL,12.34,90765.83,IPERFORM
TX0008940,2026-05-03,4478.07,FEE,23.85,44396.24,IPERFORM
TX0008941,2026-05-07,5440.61,COMMISSION,84.4,53339.38,IPERFORM
TX0008942,2026-05-11,8141.65,TRAIL,55.8,156384.56,IPERFORM
TX0008943,2026-05-15,5051.35,INTEREST,79.66,44936.61,IPERFORM
TX0008944,2026-05-19,6497.29,FEE,61.96,73820.29,IPERFORM
TX0008945,2026-05-23,5296.81,COMMISSION,47.88,47114.21,IPERFORM
TX0008946,2026-05-27,4898.04,TRAIL,15.92,95261.33,IPERFORM
TX0008947,2026-05-04,5335.41,FEE,59.77,124862.54,IPERFORM
TX0008948,2026-05-08,7229.26,COMMISSION,81.04,159957.84,IPERFORM
TX0008949,2026-05-12,5514.88,TRAIL,93.76,85437.57,IPERFORM
TX0008950,2026-05-16,6122.65,INTEREST,15.73,85903.73,IPERFORM
TX0008951,2026-05-20,7788.36,FEE,32.39,83596.55,IPERFORM
TX0008952,2026-05-24,5780.66,COMMISSION,84.43,143927.33,IPERFORM
TX0008953,2026-05-28,7198.07,TRAIL,46.81,109365.17,IPERFORM
TX0008954,2026-05-01,5739.38,FEE,83.13,79413.72,IPERFORM
TX0008955,2026-05-05,4741.23,COMMISSION,10.99,113802.32,IPERFORM
TX0008956,2026-05-09,6853.66,TRAIL,97.52,110209.83,IPERFORM
TX0008957,2026-05-13,7952.28,INTEREST,95.61,64706.21,IPERFORM
TX0008958,2026-05-17,7036.7,FEE,54.71,126578.29,IPERFORM
TX0008959,2026-05-21,5245.8,COMMISSION,36.7,95458.93,IPERFORM
TX0008960,2026-05-25,8008.64,TRAIL,22.26,101097.78,IPERFORM
TX0008961,2026-05-02,4766.8,FEE,62.07,101103.61,IPERFORM
TX0008962,2026-05-06,7443.29,COMMISSION,43.97,82473.39,IPERFORM
TX0008963,2026-05-10,7942.68,TRAIL,30.7,103380.4,IPERFORM
TX0008964,2026-05-14,8515.44,INTEREST,57.23,198934.12,IPERFORM
TX0008965,2026-05-18,8189.43,FEE,86.99,91580.87,IPERFORM
TX0008966,2026-05-22,8241.3,COMMISSION,27.9,138071.37,IPERFORM
TX0008967,2026-05-26,6611.17,TRAIL,59.43,128009.11,IPERFORM
TX0008968,2026-05-03,5406.63,FEE,56.85,131927.68,IPERFORM
TX0008969,2026-05-07,5762.29,COMMISSION,15.17,80991.46,IPERFORM
TX0008970,2026-05-11,5994.07,TRAIL,73.98,62169.5,IPERFORM
TX0008971,2026-05-15,8170.93,INTEREST,52.9,129247.92,IPERFORM
TX0008972,2026-05-19,8491.32,FEE,92.42,109080.25,IPERFORM
TX0008973,2026-05-23,6424.09,COMMISSION,77.58,64497.65,IPERFORM
TX0008974,2026-05-27,8932.98,TRAIL,90.9,142920.61,IPERFORM
TX0008975,2026-05-04,5332.47,FEE,81.75,114391.73,IPERFORM
TX0008976,2026-05-08,8397.72,COMMISSION,98.82,103016.42,IPERFORM
TX0008977,2026-05-12,7566.66,TRAIL,31.4,130618.59,IPERFORM
TX0008978,2026-05-16,7112.54,INTEREST,44.9,67216.42,IPERFORM
TX0008979,2026-05-20,6967.28,FEE,80.13,112112.03,IPERFORM
TX0008980,2026-05-24,6652.47,COMMISSION,23.27,134388.27,IPERFORM
TX0008981,2026-05-28,5983.46,TRAIL,81.0,47968.42,IPERFORM
TX0008982,2026-05-01,8815.91,FEE,7.77,162341.28,IPERFORM
TX0008983,2026-05-05,7137.59,COMMISSION,71.13,146047.22,IPERFORM
TX0008984,2026-05-09,6749.53,TRAIL,13.89,78075.7,IPERFORM
TX0008985,2026-05-13,6194.15,INTEREST,78.9,92943.66,IPERFORM
TX0008986,2026-05-17,8671.13,FEE,90.94,192737.63,IPERFORM
TX0008987,2026-05-21,5358.83,COMMISSION,18.01,82237.97,IPERFORM
TX0008988,2026-05-25,8742.66,TRAIL,42.47,178531.72,IPERFORM
TX0008989,2026-05-02,9185.93,FEE,29.86,212078.22,IPERFORM
TX0008990,2026-05-06,7167.09,COMMISSION,70.25,167670.48,IPERFORM
TX0008991,2026-05-10,5234.22,TRAIL,18.68,123282.07,IPERFORM
TX0008992,2026-05-14,6674.79,INTEREST,75.69,91213.91,IPERFORM
TX0008993,2026-05-18,6575.92,FEE,67.14,116749.81,IPERFORM
TX0008994,2026-05-22,6481.88,COMMISSION,48.97,70912.55,IPERFORM
TX0008995,2026-05-26,8658.86,TRAIL,53.23,88988.02,IPERFORM
TX0008996,2026-05-03,7920.35,FEE,22.86,140154.0,IPERFORM
TX0008997,2026-05-07,6273.8,COMMISSION,46.08,57840.5,IPERFORM
TX0008998,2026-05-11,6400.01,TRAIL,56.98,105058.41,IPERFORM
TX0008999,2026-05-15,7330.21,INTEREST,31.05,114221.89,IPERFORM
TX0009000,2026-05-19,7896.3,FEE,59.49,191285.34,IPERFORM
TX0009001,2026-05-23,6244.76,COMMISSION,58.86,62382.96,IPERFORM
TX0009002,2026-05-27,8928.92,TRAIL,39.74,217412.11,IPERFORM
TX0009003,2026-05-04,9477.0,FEE,91.89,107393.26,IPERFORM
TX0009004,2026-05-08,9181.29,COMMISSION,17.86,191826.55,IPERFORM
TX0009005,2026-05-12,8758.19,TRAIL,34.15,204552.68,IPERFORM
TX0009006,2026-05-16,9603.76,INTEREST,29.86,169394.5,IPERFORM
TX0009007,2026-05-20,5682.41,FEE,84.57,129628.85,IPERFORM
TX0009008,2026-05-24,7626.55,COMMISSION,34.97,101109.71,IPERFORM
TX0009009,2026-05-28,7630.74,TRAIL,68.11,188452.27,IPERFORM
TX0009010,2026-05-01,7838.81,FEE,50.76,78871.82,IPERFORM
TX0009011,2026-05-05,9620.11,COMMISSION,72.56,213268.25,IPERFORM
TX0009012,2026-05-09,6422.59,TRAIL,2.18,108289.03,IPERFORM
TX0009013,2026-05-13,8016.72,INTEREST,80.11,171237.89,IPERFORM
TX0009014,2026-05-17,6469.52,FEE,85.02,116075.59,IPERFORM
TX0009015,2026-05-21,9062.99,COMMISSION,27.56,146076.0,IPERFORM
TX0009016,2026-05-25,7658.59,TRAIL,46.1,69113.08,IPERFORM
TX0009017,2026-05-02,6027.32,FEE,15.64,51940.63,IPERFORM
TX0009018,2026-05-06,7480.13,COMMISSION,90.83,163985.86,IPERFORM
TX0009019,2026-05-10,5725.48,TRAIL,97.76,130157.09,IPERFORM
TX0009020,2026-05-14,6871.6,INTEREST,80.15,167118.67,IPERFORM
TX0009021,2026-05-18,8747.34,FEE,19.03,160525.79,IPERFORM
TX0009022,2026-05-22,9321.36,COMMISSION,95.2,198050.16,IPERFORM
TX0009023,2026-05-26,6366.87,TRAIL,67.26,109789.61,IPERFORM
TX0009024,2026-05-03,10238.65,FEE,98.8,157125.56,IPERFORM
TX0009025,2026-05-07,8198.37,COMMISSION,30.68,99431.24,IPERFORM
TX0009026,2026-05-11,8720.15,TRAIL,84.96,106327.17,IPERFORM
TX0009027,2026-05-15,9374.2,INTEREST,98.01,82001.75,IPERFORM
TX0009028,2026-05-19,7854.59,FEE,62.87,153734.98,IPERFORM
TX0009029,2026-05-23,9682.14,COMMISSION,94.57,160774.55,IPERFORM
TX0009030,2026-05-27,8512.1,TRAIL,11.15,205935.41,IPERFORM
TX0009031,2026-05-04,8528.35,FEE,18.09,90491.41,IPERFORM
