conversation_turn_id,conversation_id,turn_ts,user_question,assistant_answer,persona,scope_type,scope_id,status,memory_id
CONVTURN00000288,CONV000058,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0076,Active,MEM00000443
CONVTURN00000289,CONV000058,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0012,Active,MEM00000321
CONVTURN00000290,CONV000058,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0161,Active,MEM00000057
CONVTURN00000291,CONV000059,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0007,Active,MEM00000438
CONVTURN00000292,CONV000059,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0112,Active,MEM00000248
CONVTURN00000293,CONV000059,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0024,Active,MEM00000128
CONVTURN00000294,CONV000059,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0090,Active,MEM00000171
CONVTURN00000295,CONV000059,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0167,Active,MEM00000216
CONVTURN00000296,CONV000060,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0054,Active,MEM00000098
CONVTURN00000297,CONV000060,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0049,Active,MEM00000552
CONVTURN00000298,CONV000060,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0020,Active,MEM00000167
CONVTURN00000299,CONV000060,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0033,Active,MEM00000387
CONVTURN00000300,CONV000060,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0139,Active,MEM00000098
CONVTURN00000301,CONV000061,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0122,Active,MEM00000194
CONVTURN00000302,CONV000061,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0011,Active,MEM00000136
CONVTURN00000303,CONV000061,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0036,Active,MEM00000617
CONVTURN00000304,CONV000061,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0108,Active,MEM00000411
CONVTURN00000305,CONV000061,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0021,Active,MEM00000545
CONVTURN00000306,CONV000062,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0045,Active,MEM00000587
CONVTURN00000307,CONV000062,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0118,Active,MEM00000160
CONVTURN00000308,CONV000062,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0010,Active,MEM00000257
CONVTURN00000309,CONV000062,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0084,Active,MEM00000124
CONVTURN00000310,CONV000062,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0122,Active,MEM00000592
CONVTURN00000311,CONV000063,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0046,Active,MEM00000602
CONVTURN00000312,CONV000063,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0145,Active,MEM00000340
CONVTURN00000313,CONV000063,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0132,Active,MEM00000501
CONVTURN00000314,CONV000063,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0130,Active,MEM00000664
CONVTURN00000315,CONV000063,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0097,Active,MEM00000124
CONVTURN00000316,CONV000064,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0120,Active,MEM00000049
CONVTURN00000317,CONV000064,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0019,Active,MEM00000213
CONVTURN00000318,CONV000064,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0014,Active,MEM00000002
CONVTURN00000319,CONV000064,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0092,Active,MEM00000669
CONVTURN00000320,CONV000064,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0031,Active,MEM00000472
CONVTURN00000321,CONV000065,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0025,Active,MEM00000631
CONVTURN00000322,CONV000065,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0061,Active,MEM00000519
CONVTURN00000323,CONV000065,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0002,Active,MEM00000029
CONVTURN00000324,CONV000065,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0050,Active,MEM00000200
CONVTURN00000325,CONV000065,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0130,Active,MEM00000383
CONVTURN00000326,CONV000066,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0130,Active,MEM00000494
CONVTURN00000327,CONV000066,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0139,Active,MEM00000604
CONVTURN00000328,CONV000066,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0159,Active,MEM00000307
CONVTURN00000329,CONV000066,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0052,Active,MEM00000362
CONVTURN00000330,CONV000066,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0149,Active,MEM00000416
CONVTURN00000331,CONV000067,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0068,Active,MEM00000145
CONVTURN00000332,CONV000067,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0111,Active,MEM00000068
CONVTURN00000333,CONV000067,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0014,Active,MEM00000128
CONVTURN00000334,CONV000067,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0141,Active,MEM00000442
CONVTURN00000335,CONV000067,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0117,Active,MEM00000636
CONVTURN00000336,CONV000068,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0152,Active,MEM00000544
CONVTURN00000337,CONV000068,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0037,Active,MEM00000562
CONVTURN00000338,CONV000068,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0030,Active,MEM00000159
CONVTURN00000339,CONV000068,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0041,Active,MEM00000414
CONVTURN00000340,CONV000068,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0084,Active,MEM00000181
CONVTURN00000341,CONV000069,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0014,Active,MEM00000090
CONVTURN00000342,CONV000069,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0167,Active,MEM00000475
CONVTURN00000343,CONV000069,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0153,Active,MEM00000037
CONVTURN00000344,CONV000069,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0041,Active,MEM00000483
CONVTURN00000345,CONV000069,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0018,Active,MEM00000472
CONVTURN00000346,CONV000070,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0145,Active,MEM00000305
CONVTURN00000347,CONV000070,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0026,Active,MEM00000561
CONVTURN00000348,CONV000070,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0069,Active,MEM00000398
CONVTURN00000349,CONV000070,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0039,Active,MEM00000435
CONVTURN00000350,CONV000070,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0012,Active,MEM00000439
CONVTURN00000351,CONV000071,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0095,Active,MEM00000059
CONVTURN00000352,CONV000071,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0157,Active,MEM00000415
CONVTURN00000353,CONV000071,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0063,Active,MEM00000200
CONVTURN00000354,CONV000071,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0073,Active,MEM00000099
CONVTURN00000355,CONV000071,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0132,Active,MEM00000195
CONVTURN00000356,CONV000072,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0011,Active,MEM00000320
CONVTURN00000357,CONV000072,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0128,Active,MEM00000400
CONVTURN00000358,CONV000072,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0103,Active,MEM00000109
CONVTURN00000359,CONV000072,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0056,Active,MEM00000357
CONVTURN00000360,CONV000072,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0020,Active,MEM00000197
CONVTURN00000361,CONV000073,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0016,Active,MEM00000553
CONVTURN00000362,CONV000073,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0002,Active,MEM00000559
CONVTURN00000363,CONV000073,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0088,Active,MEM00000529
CONVTURN00000364,CONV000073,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0021,Active,MEM00000589
CONVTURN00000365,CONV000073,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0072,Active,MEM00000400
CONVTURN00000366,CONV000074,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0041,Active,MEM00000129
CONVTURN00000367,CONV000074,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0072,Active,MEM00000231
CONVTURN00000368,CONV000074,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0099,Active,MEM00000278
CONVTURN00000369,CONV000074,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0165,Active,MEM00000463
CONVTURN00000370,CONV000074,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0054,Active,MEM00000235
CONVTURN00000371,CONV000075,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0056,Active,MEM00000260
CONVTURN00000372,CONV000075,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0139,Active,MEM00000325
CONVTURN00000373,CONV000075,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0058,Active,MEM00000070
CONVTURN00000374,CONV000075,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0062,Active,MEM00000076
CONVTURN00000375,CONV000075,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0094,Active,MEM00000411
CONVTURN00000376,CONV000076,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0148,Active,MEM00000109
CONVTURN00000377,CONV000076,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0115,Active,MEM00000262
CONVTURN00000378,CONV000076,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0032,Active,MEM00000121
CONVTURN00000379,CONV000076,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0007,Active,MEM00000559
CONVTURN00000380,CONV000076,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0074,Active,MEM00000414
CONVTURN00000381,CONV000077,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0042,Active,MEM00000219
CONVTURN00000382,CONV000077,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0075,Active,MEM00000574
CONVTURN00000383,CONV000077,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0078,Active,MEM00000397
CONVTURN00000384,CONV000077,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0058,Active,MEM00000378
CONVTURN00000385,CONV000077,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0112,Active,MEM00000360
CONVTURN00000386,CONV000078,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0018,Active,MEM00000059
CONVTURN00000387,CONV000078,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0064,Active,MEM00000031
CONVTURN00000388,CONV000078,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0104,Active,MEM00000323
CONVTURN00000389,CONV000078,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0046,Active,MEM00000472
CONVTURN00000390,CONV000078,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0153,Active,MEM00000053
CONVTURN00000391,CONV000079,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0079,Active,MEM00000423
CONVTURN00000392,CONV000079,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0044,Active,MEM00000258
CONVTURN00000393,CONV000079,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0065,Active,MEM00000435
CONVTURN00000394,CONV000079,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0039,Active,MEM00000312
CONVTURN00000395,CONV000079,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0095,Active,MEM00000576
CONVTURN00000396,CONV000080,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0090,Active,MEM00000527
CONVTURN00000397,CONV000080,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0070,Active,MEM00000478
CONVTURN00000398,CONV000080,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0158,Active,MEM00000378
CONVTURN00000399,CONV000080,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0095,Active,MEM00000544
CONVTURN00000400,CONV000080,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0101,Active,MEM00000232
CONVTURN00000401,CONV000081,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0134,Active,MEM00000583
CONVTURN00000402,CONV000081,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0045,Active,MEM00000479
CONVTURN00000403,CONV000081,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0156,Active,MEM00000658
CONVTURN00000404,CONV000081,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0053,Active,MEM00000561
CONVTURN00000405,CONV000081,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0070,Active,MEM00000631
CONVTURN00000406,CONV000082,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0073,Active,MEM00000640
CONVTURN00000407,CONV000082,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0160,Active,MEM00000543
CONVTURN00000408,CONV000082,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0099,Active,MEM00000469
CONVTURN00000409,CONV000082,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0029,Active,MEM00000327
CONVTURN00000410,CONV000082,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0137,Active,MEM00000470
CONVTURN00000411,CONV000083,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0062,Active,MEM00000152
CONVTURN00000412,CONV000083,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0168,Active,MEM00000096
CONVTURN00000413,CONV000083,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0133,Active,MEM00000171
CONVTURN00000414,CONV000083,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0121,Active,MEM00000607
CONVTURN00000415,CONV000083,2025-12-31 00:00:00,Why is revenue down?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0143,Active,MEM00000359
CONVTURN00000416,CONV000084,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0009,Active,MEM00000635
CONVTURN00000417,CONV000084,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0015,Active,MEM00000332
CONVTURN00000418,CONV000084,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0117,Active,MEM00000657
CONVTURN00000419,CONV000084,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0053,Active,MEM00000217
CONVTURN00000420,CONV000084,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0049,Active,MEM00000084
CONVTURN00000421,CONV000085,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0146,Active,MEM00000654
CONVTURN00000422,CONV000085,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0004,Active,MEM00000250
CONVTURN00000423,CONV000085,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0168,Active,MEM00000544
CONVTURN00000424,CONV000085,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0130,Active,MEM00000247
CONVTURN00000425,CONV000085,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0103,Active,MEM00000040
CONVTURN00000426,CONV000086,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0160,Active,MEM00000476
CONVTURN00000427,CONV000086,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0067,Active,MEM00000215
CONVTURN00000428,CONV000086,2025-12-31 00:00:00,Am I on track for AGP?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0035,Active,MEM00000501
CONVTURN00000429,CONV000086,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",DDW,Advisor,ADV0021,Active,MEM00000449
CONVTURN00000430,CONV000086,2025-12-31 00:00:00,Which clients are at risk?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",MDW,Advisor,ADV0120,Active,MEM00000416
CONVTURN00000431,CONV000087,2025-12-31 00:00:00,What should I do next?,"Demo answer grounded in TigerGraph, memory, predictions, recommendations and documents.",Advisor,Advisor,ADV0113,Active,MEM00000574
