trace_id,trace_type,conclusion,confidence,reasoning_steps_json,evidence_json,created_ts,status,recommendation_id,prediction_id,opportunity_id,memory_id
TRACE00000179,Opportunity,Generated conclusion with supporting evidence.,0.8449,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000415,PRED00000023,OPP00000442,MEM00000006
TRACE00000180,Insight,Generated conclusion with supporting evidence.,0.787,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000132,PRED00000487,OPP00000171,MEM00000043
TRACE00000181,Opportunity,Generated conclusion with supporting evidence.,0.8651,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000005,PRED00000647,OPP00000165,MEM00000328
TRACE00000182,Recommendation,Generated conclusion with supporting evidence.,0.9464,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000071,PRED00000548,OPP00000510,MEM00000103
TRACE00000183,Recommendation,Generated conclusion with supporting evidence.,0.852,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000204,PRED00000539,OPP00000125,MEM00000376
TRACE00000184,Opportunity,Generated conclusion with supporting evidence.,0.7566,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000356,PRED00000365,OPP00000079,MEM00000202
TRACE00000185,Insight,Generated conclusion with supporting evidence.,0.9413,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000041,PRED00000327,OPP00000083,MEM00000379
TRACE00000186,Recommendation,Generated conclusion with supporting evidence.,0.8651,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000012,PRED00000303,OPP00000148,MEM00000207
TRACE00000187,Prediction,Generated conclusion with supporting evidence.,0.9459,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000141,PRED00000179,OPP00000005,MEM00000221
TRACE00000188,Insight,Generated conclusion with supporting evidence.,0.9458,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000352,PRED00000092,OPP00000301,MEM00000289
TRACE00000189,Recommendation,Generated conclusion with supporting evidence.,0.799,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000259,PRED00000035,OPP00000229,MEM00000635
TRACE00000190,Insight,Generated conclusion with supporting evidence.,0.7636,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000135,PRED00000484,OPP00000427,MEM00000587
TRACE00000191,Prediction,Generated conclusion with supporting evidence.,0.8322,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000498,PRED00000627,OPP00000106,MEM00000416
TRACE00000192,Recommendation,Generated conclusion with supporting evidence.,0.7767,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000083,PRED00000492,OPP00000347,MEM00000553
TRACE00000193,Insight,Generated conclusion with supporting evidence.,0.6889,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000042,PRED00000635,OPP00000076,MEM00000587
TRACE00000194,Prediction,Generated conclusion with supporting evidence.,0.9274,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000129,PRED00000006,OPP00000480,MEM00000036
TRACE00000195,Opportunity,Generated conclusion with supporting evidence.,0.9304,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000510,PRED00000479,OPP00000346,MEM00000641
TRACE00000196,Recommendation,Generated conclusion with supporting evidence.,0.8272,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000106,PRED00000521,OPP00000246,MEM00000389
TRACE00000197,Prediction,Generated conclusion with supporting evidence.,0.8198,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000441,PRED00000033,OPP00000023,MEM00000651
TRACE00000198,Opportunity,Generated conclusion with supporting evidence.,0.9383,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000497,PRED00000503,OPP00000096,MEM00000195
TRACE00000199,Opportunity,Generated conclusion with supporting evidence.,0.6611,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000339,PRED00000588,OPP00000240,MEM00000347
TRACE00000200,Recommendation,Generated conclusion with supporting evidence.,0.7344,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000100,PRED00000568,OPP00000090,MEM00000602
TRACE00000201,Insight,Generated conclusion with supporting evidence.,0.8832,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000497,PRED00000373,OPP00000134,MEM00000621
TRACE00000202,Opportunity,Generated conclusion with supporting evidence.,0.9332,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000056,PRED00000130,OPP00000129,MEM00000068
TRACE00000203,Insight,Generated conclusion with supporting evidence.,0.6799,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000154,PRED00000422,OPP00000491,MEM00000136
TRACE00000204,Recommendation,Generated conclusion with supporting evidence.,0.8613,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000290,PRED00000528,OPP00000449,MEM00000138
TRACE00000205,Insight,Generated conclusion with supporting evidence.,0.6981,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000500,PRED00000428,OPP00000171,MEM00000499
TRACE00000206,Recommendation,Generated conclusion with supporting evidence.,0.6692,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000045,PRED00000638,OPP00000423,MEM00000494
TRACE00000207,Prediction,Generated conclusion with supporting evidence.,0.8777,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000121,PRED00000431,OPP00000122,MEM00000510
TRACE00000208,Recommendation,Generated conclusion with supporting evidence.,0.8414,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000299,PRED00000291,OPP00000375,MEM00000654
TRACE00000209,Recommendation,Generated conclusion with supporting evidence.,0.9332,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000495,PRED00000547,OPP00000096,MEM00000013
TRACE00000210,Prediction,Generated conclusion with supporting evidence.,0.9419,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000232,PRED00000649,OPP00000476,MEM00000364
TRACE00000211,Prediction,Generated conclusion with supporting evidence.,0.7779,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000147,PRED00000312,OPP00000447,MEM00000379
TRACE00000212,Recommendation,Generated conclusion with supporting evidence.,0.8014,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000293,PRED00000535,OPP00000176,MEM00000211
TRACE00000213,Opportunity,Generated conclusion with supporting evidence.,0.8186,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000389,PRED00000084,OPP00000106,MEM00000346
TRACE00000214,Prediction,Generated conclusion with supporting evidence.,0.7085,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000070,PRED00000558,OPP00000506,MEM00000141
TRACE00000215,Recommendation,Generated conclusion with supporting evidence.,0.7298,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000396,PRED00000158,OPP00000134,MEM00000627
TRACE00000216,Insight,Generated conclusion with supporting evidence.,0.731,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000428,PRED00000162,OPP00000394,MEM00000123
TRACE00000217,Insight,Generated conclusion with supporting evidence.,0.7362,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000247,PRED00000367,OPP00000194,MEM00000247
TRACE00000218,Recommendation,Generated conclusion with supporting evidence.,0.9407,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000467,PRED00000078,OPP00000297,MEM00000078
TRACE00000219,Insight,Generated conclusion with supporting evidence.,0.6775,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000031,PRED00000338,OPP00000491,MEM00000569
TRACE00000220,Prediction,Generated conclusion with supporting evidence.,0.708,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000003,PRED00000479,OPP00000092,MEM00000414
TRACE00000221,Recommendation,Generated conclusion with supporting evidence.,0.7368,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000432,PRED00000018,OPP00000436,MEM00000616
TRACE00000222,Recommendation,Generated conclusion with supporting evidence.,0.8734,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000195,PRED00000621,OPP00000227,MEM00000533
TRACE00000223,Prediction,Generated conclusion with supporting evidence.,0.6707,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000422,PRED00000618,OPP00000116,MEM00000370
TRACE00000224,Opportunity,Generated conclusion with supporting evidence.,0.7748,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000189,PRED00000200,OPP00000039,MEM00000587
TRACE00000225,Prediction,Generated conclusion with supporting evidence.,0.7925,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000344,PRED00000296,OPP00000223,MEM00000522
TRACE00000226,Prediction,Generated conclusion with supporting evidence.,0.7209,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000341,PRED00000299,OPP00000266,MEM00000079
TRACE00000227,Prediction,Generated conclusion with supporting evidence.,0.8431,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000461,PRED00000025,OPP00000169,MEM00000103
TRACE00000228,Prediction,Generated conclusion with supporting evidence.,0.8463,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000509,PRED00000597,OPP00000258,MEM00000083
TRACE00000229,Insight,Generated conclusion with supporting evidence.,0.7566,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000385,PRED00000305,OPP00000239,MEM00000630
TRACE00000230,Opportunity,Generated conclusion with supporting evidence.,0.7601,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000237,PRED00000068,OPP00000508,MEM00000481
TRACE00000231,Prediction,Generated conclusion with supporting evidence.,0.7398,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000371,PRED00000383,OPP00000092,MEM00000024
TRACE00000232,Prediction,Generated conclusion with supporting evidence.,0.8929,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000182,PRED00000474,OPP00000205,MEM00000047
TRACE00000233,Opportunity,Generated conclusion with supporting evidence.,0.9289,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000122,PRED00000396,OPP00000374,MEM00000084
TRACE00000234,Opportunity,Generated conclusion with supporting evidence.,0.6768,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000224,PRED00000642,OPP00000018,MEM00000247
TRACE00000235,Opportunity,Generated conclusion with supporting evidence.,0.7435,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000094,PRED00000207,OPP00000025,MEM00000460
TRACE00000236,Prediction,Generated conclusion with supporting evidence.,0.766,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000318,PRED00000372,OPP00000225,MEM00000443
TRACE00000237,Opportunity,Generated conclusion with supporting evidence.,0.7388,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000312,PRED00000521,OPP00000011,MEM00000204
TRACE00000238,Insight,Generated conclusion with supporting evidence.,0.7913,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000192,PRED00000263,OPP00000465,MEM00000184
TRACE00000239,Recommendation,Generated conclusion with supporting evidence.,0.8058,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000432,PRED00000345,OPP00000387,MEM00000311
TRACE00000240,Recommendation,Generated conclusion with supporting evidence.,0.8035,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000185,PRED00000334,OPP00000119,MEM00000120
TRACE00000241,Insight,Generated conclusion with supporting evidence.,0.7102,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000271,PRED00000397,OPP00000490,MEM00000354
TRACE00000242,Insight,Generated conclusion with supporting evidence.,0.7476,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000350,PRED00000419,OPP00000122,MEM00000030
TRACE00000243,Prediction,Generated conclusion with supporting evidence.,0.8096,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000398,PRED00000147,OPP00000034,MEM00000545
TRACE00000244,Opportunity,Generated conclusion with supporting evidence.,0.7732,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000505,PRED00000220,OPP00000091,MEM00000265
TRACE00000245,Insight,Generated conclusion with supporting evidence.,0.7721,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000319,PRED00000512,OPP00000021,MEM00000400
TRACE00000246,Insight,Generated conclusion with supporting evidence.,0.7875,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000268,PRED00000408,OPP00000463,MEM00000642
TRACE00000247,Recommendation,Generated conclusion with supporting evidence.,0.7301,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000463,PRED00000229,OPP00000026,MEM00000173
TRACE00000248,Opportunity,Generated conclusion with supporting evidence.,0.6849,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000235,PRED00000436,OPP00000334,MEM00000003
TRACE00000249,Prediction,Generated conclusion with supporting evidence.,0.7299,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000449,PRED00000169,OPP00000218,MEM00000483
TRACE00000250,Insight,Generated conclusion with supporting evidence.,0.7199,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000286,PRED00000425,OPP00000380,MEM00000562
TRACE00000251,Prediction,Generated conclusion with supporting evidence.,0.7805,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000472,PRED00000178,OPP00000463,MEM00000469
TRACE00000252,Opportunity,Generated conclusion with supporting evidence.,0.7807,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000271,PRED00000372,OPP00000056,MEM00000001
TRACE00000253,Prediction,Generated conclusion with supporting evidence.,0.8642,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000116,PRED00000115,OPP00000019,MEM00000294
TRACE00000254,Recommendation,Generated conclusion with supporting evidence.,0.8248,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000502,PRED00000544,OPP00000367,MEM00000134
TRACE00000255,Prediction,Generated conclusion with supporting evidence.,0.8404,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000214,PRED00000443,OPP00000333,MEM00000532
TRACE00000256,Prediction,Generated conclusion with supporting evidence.,0.914,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000002,PRED00000606,OPP00000490,MEM00000235
TRACE00000257,Recommendation,Generated conclusion with supporting evidence.,0.8775,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000233,PRED00000120,OPP00000036,MEM00000665
TRACE00000258,Prediction,Generated conclusion with supporting evidence.,0.679,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000052,PRED00000076,OPP00000010,MEM00000416
TRACE00000259,Insight,Generated conclusion with supporting evidence.,0.7728,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000378,PRED00000486,OPP00000360,MEM00000277
TRACE00000260,Prediction,Generated conclusion with supporting evidence.,0.8927,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000176,PRED00000040,OPP00000106,MEM00000162
TRACE00000261,Opportunity,Generated conclusion with supporting evidence.,0.9271,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000158,PRED00000087,OPP00000513,MEM00000321
TRACE00000262,Opportunity,Generated conclusion with supporting evidence.,0.7672,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000485,PRED00000572,OPP00000022,MEM00000464
TRACE00000263,Opportunity,Generated conclusion with supporting evidence.,0.8068,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000115,PRED00000440,OPP00000352,MEM00000416
TRACE00000264,Prediction,Generated conclusion with supporting evidence.,0.9335,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000225,PRED00000237,OPP00000222,MEM00000572
TRACE00000265,Prediction,Generated conclusion with supporting evidence.,0.9006,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000332,PRED00000269,OPP00000044,MEM00000502
TRACE00000266,Recommendation,Generated conclusion with supporting evidence.,0.9443,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000010,PRED00000563,OPP00000355,MEM00000453
TRACE00000267,Prediction,Generated conclusion with supporting evidence.,0.9037,"[""Retrieve graph context"", ""Compute features"", ""Compare peers"", ""Apply playbook""]","[""Revenue trend"", ""CRM activity"", ""NNM"", ""AGP KPI""]",2025-12-31 00:00:00,Active,REC00000226,PRED00000313,OPP00000008,MEM00000127
