activity_id,activity_type,activity_date,subject,notes_summary,outcome,next_step,status,advisor_id,household_id,account_id
CRM00003700,Task,2023-07-21 00:00:00,Task with HH01027,Follow-up required on fixed income allocation.,No Response,Create opportunity,Active,ADV0072,HH01027,ACCT003091
CRM00003701,Follow-up,2023-02-15 00:00:00,Follow-up with HH01027,Prospecting activity for new household acquisition.,Completed,Schedule review,Active,ADV0072,HH01027,ACCT003091
CRM00003702,Meeting,2024-01-25 00:00:00,Meeting with HH01023,Prospecting activity for new household acquisition.,Completed,Discuss with manager,Active,ADV0072,HH01023,ACCT003075
CRM00003703,Client Review,2023-10-15 00:00:00,Client Review with HH01024,No recent engagement; requires proactive outreach.,No Response,Discuss with manager,Active,ADV0072,HH01024,ACCT003080
CRM00003704,Email,2024-03-23 00:00:00,Email with HH01030,Discussed managed account review and client goals.,Interested,Discuss with manager,Active,ADV0072,HH01030,ACCT003102
CRM00003705,Email,2024-10-26 00:00:00,Email with HH01029,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Schedule review,Active,ADV0072,HH01029,ACCT003097
CRM00003706,Call,2024-09-08 00:00:00,Call with HH01026,Follow-up required on fixed income allocation.,Completed,Send material,Active,ADV0072,HH01026,ACCT003087
CRM00003707,Meeting,2024-11-20 00:00:00,Meeting with HH01024,Discussed managed account review and client goals.,Not Interested,Create opportunity,Active,ADV0072,HH01024,ACCT003081
CRM00003708,Task,2024-09-16 00:00:00,Task with HH01025,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Schedule review,Active,ADV0072,HH01025,ACCT003083
CRM00003709,Call,2024-08-07 00:00:00,Call with HH01023,Follow-up required on fixed income allocation.,Interested,No action,Active,ADV0072,HH01023,ACCT003077
CRM00003710,Prospecting,2023-05-08 00:00:00,Prospecting with HH01030,Follow-up required on fixed income allocation.,Scheduled Follow-up,Discuss with manager,Active,ADV0072,HH01030,ACCT003102
CRM00003711,Call,2025-07-20 00:00:00,Call with HH01023,No recent engagement; requires proactive outreach.,Interested,Send material,Active,ADV0072,HH01023,ACCT003078
CRM00003712,Prospecting,2023-10-18 00:00:00,Prospecting with HH01031,Client expressed interest in tax-aware investment approach.,Not Interested,Create opportunity,Active,ADV0072,HH01031,ACCT003105
CRM00003713,Call,2025-09-06 00:00:00,Call with HH01031,Client expressed interest in tax-aware investment approach.,Interested,Discuss with manager,Active,ADV0072,HH01031,ACCT003105
CRM00003714,Email,2024-11-18 00:00:00,Email with HH01025,Follow-up required on fixed income allocation.,Scheduled Follow-up,No action,Active,ADV0072,HH01025,ACCT003082
CRM00003715,Email,2023-02-10 00:00:00,Email with HH01026,Discussed managed account review and client goals.,Interested,Discuss with manager,Active,ADV0072,HH01026,ACCT003087
CRM00003716,Note,2024-03-15 00:00:00,Note with HH01028,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Schedule review,Active,ADV0072,HH01028,ACCT003094
CRM00003717,Client Review,2025-09-04 00:00:00,Client Review with HH01029,Prospecting activity for new household acquisition.,Not Interested,Create opportunity,Active,ADV0072,HH01029,ACCT003099
CRM00003718,Email,2025-12-15 00:00:00,Email with HH01024,No recent engagement; requires proactive outreach.,Interested,No action,Active,ADV0072,HH01024,ACCT003080
CRM00003719,Follow-up,2024-04-25 00:00:00,Follow-up with HH01027,Client expressed interest in tax-aware investment approach.,Completed,Discuss with manager,Active,ADV0072,HH01027,ACCT003090
CRM00003720,Note,2024-11-02 00:00:00,Note with HH01025,Follow-up required on fixed income allocation.,Interested,Create opportunity,Active,ADV0072,HH01025,ACCT003084
CRM00003721,Email,2024-03-11 00:00:00,Email with HH01031,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Schedule review,Active,ADV0072,HH01031,ACCT003105
CRM00003722,Email,2024-03-24 00:00:00,Email with HH01025,Discussed managed account review and client goals.,Not Interested,Create opportunity,Active,ADV0072,HH01025,ACCT003082
CRM00003723,Prospecting,2024-08-03 00:00:00,Prospecting with HH01029,Follow-up required on fixed income allocation.,Completed,Send material,Active,ADV0072,HH01029,ACCT003096
CRM00003724,Prospecting,2023-02-02 00:00:00,Prospecting with HH01030,Follow-up required on fixed income allocation.,Not Interested,Send material,Active,ADV0072,HH01030,ACCT003100
CRM00003725,Note,2025-06-14 00:00:00,Note with HH01027,No recent engagement; requires proactive outreach.,Interested,Create opportunity,Active,ADV0072,HH01027,ACCT003092
CRM00003726,Meeting,2025-03-13 00:00:00,Meeting with HH01022,Follow-up required on fixed income allocation.,Scheduled Follow-up,Send material,Active,ADV0072,HH01022,ACCT003074
CRM00003727,Task,2024-05-04 00:00:00,Task with HH01022,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Send material,Active,ADV0072,HH01022,ACCT003074
CRM00003728,Task,2023-03-03 00:00:00,Task with HH01027,No recent engagement; requires proactive outreach.,Scheduled Follow-up,No action,Active,ADV0072,HH01027,ACCT003092
CRM00003729,Follow-up,2024-11-11 00:00:00,Follow-up with HH01032,Discussed managed account review and client goals.,Completed,Discuss with manager,Active,ADV0073,HH01032,ACCT003110
CRM00003730,Call,2023-06-01 00:00:00,Call with HH01040,Discussed managed account review and client goals.,Scheduled Follow-up,Discuss with manager,Active,ADV0073,HH01040,ACCT003133
CRM00003731,Meeting,2025-11-03 00:00:00,Meeting with HH01037,Reviewed retirement income needs and cash balance.,Completed,Create opportunity,Active,ADV0073,HH01037,ACCT003122
CRM00003732,Call,2025-01-21 00:00:00,Call with HH01036,Client expressed interest in tax-aware investment approach.,No Response,Discuss with manager,Active,ADV0073,HH01036,ACCT003121
CRM00003733,Note,2023-04-25 00:00:00,Note with HH01039,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Discuss with manager,Active,ADV0073,HH01039,ACCT003131
CRM00003734,Prospecting,2023-03-19 00:00:00,Prospecting with HH01034,Follow-up required on fixed income allocation.,Scheduled Follow-up,Send material,Active,ADV0073,HH01034,ACCT003115
CRM00003735,Email,2023-02-07 00:00:00,Email with HH01032,No recent engagement; requires proactive outreach.,Interested,Create opportunity,Active,ADV0073,HH01032,ACCT003109
CRM00003736,Task,2023-07-07 00:00:00,Task with HH01040,No recent engagement; requires proactive outreach.,Completed,Send material,Active,ADV0073,HH01040,ACCT003134
CRM00003737,Follow-up,2023-10-21 00:00:00,Follow-up with HH01036,Prospecting activity for new household acquisition.,Not Interested,Send material,Active,ADV0073,HH01036,ACCT003121
CRM00003738,Client Review,2024-12-03 00:00:00,Client Review with HH01037,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Discuss with manager,Active,ADV0073,HH01037,ACCT003123
CRM00003739,Prospecting,2024-05-14 00:00:00,Prospecting with HH01041,Follow-up required on fixed income allocation.,Interested,Send material,Active,ADV0073,HH01041,ACCT003139
CRM00003740,Meeting,2024-11-08 00:00:00,Meeting with HH01040,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Schedule review,Active,ADV0073,HH01040,ACCT003134
CRM00003741,Task,2024-11-02 00:00:00,Task with HH01041,No recent engagement; requires proactive outreach.,Completed,No action,Active,ADV0073,HH01041,ACCT003139
CRM00003742,Email,2023-04-17 00:00:00,Email with HH01033,Client expressed interest in tax-aware investment approach.,Not Interested,Discuss with manager,Active,ADV0073,HH01033,ACCT003112
CRM00003743,Note,2023-11-21 00:00:00,Note with HH01040,Client expressed interest in tax-aware investment approach.,No Response,Discuss with manager,Active,ADV0073,HH01040,ACCT003134
CRM00003744,Call,2025-08-08 00:00:00,Call with HH01037,Follow-up required on fixed income allocation.,Interested,No action,Active,ADV0073,HH01037,ACCT003122
CRM00003745,Client Review,2024-02-08 00:00:00,Client Review with HH01034,Follow-up required on fixed income allocation.,Not Interested,No action,Active,ADV0073,HH01034,ACCT003114
CRM00003746,Task,2024-02-11 00:00:00,Task with HH01038,Reviewed retirement income needs and cash balance.,Completed,Send material,Active,ADV0073,HH01038,ACCT003128
CRM00003747,Follow-up,2025-04-05 00:00:00,Follow-up with HH01037,Prospecting activity for new household acquisition.,Not Interested,Send material,Active,ADV0073,HH01037,ACCT003124
CRM00003748,Follow-up,2023-10-19 00:00:00,Follow-up with HH01033,No recent engagement; requires proactive outreach.,Scheduled Follow-up,No action,Active,ADV0073,HH01033,ACCT003112
CRM00003749,Note,2023-02-02 00:00:00,Note with HH01038,Reviewed retirement income needs and cash balance.,Completed,No action,Active,ADV0073,HH01038,ACCT003127
CRM00003750,Meeting,2025-03-05 00:00:00,Meeting with HH01041,Reviewed retirement income needs and cash balance.,No Response,Discuss with manager,Active,ADV0073,HH01041,ACCT003137
CRM00003751,Follow-up,2023-05-24 00:00:00,Follow-up with HH01037,Prospecting activity for new household acquisition.,Not Interested,Schedule review,Active,ADV0073,HH01037,ACCT003123
CRM00003752,Note,2025-07-24 00:00:00,Note with HH01035,No recent engagement; requires proactive outreach.,Interested,No action,Active,ADV0073,HH01035,ACCT003117
CRM00003753,Call,2025-11-20 00:00:00,Call with HH01038,No recent engagement; requires proactive outreach.,Completed,Discuss with manager,Active,ADV0073,HH01038,ACCT003125
CRM00003754,Follow-up,2023-10-13 00:00:00,Follow-up with HH01036,Reviewed retirement income needs and cash balance.,Completed,Create opportunity,Active,ADV0073,HH01036,ACCT003119
CRM00003755,Email,2023-01-10 00:00:00,Email with HH01034,Prospecting activity for new household acquisition.,Scheduled Follow-up,Send material,Active,ADV0073,HH01034,ACCT003115
CRM00003756,Client Review,2025-04-04 00:00:00,Client Review with HH01036,Prospecting activity for new household acquisition.,No Response,Send material,Active,ADV0073,HH01036,ACCT003119
CRM00003757,Call,2023-07-02 00:00:00,Call with HH01033,No recent engagement; requires proactive outreach.,Completed,No action,Active,ADV0073,HH01033,ACCT003112
CRM00003758,Email,2023-06-22 00:00:00,Email with HH01035,Prospecting activity for new household acquisition.,Interested,Discuss with manager,Active,ADV0073,HH01035,ACCT003117
CRM00003759,Call,2023-05-10 00:00:00,Call with HH01040,Client expressed interest in tax-aware investment approach.,Not Interested,Create opportunity,Active,ADV0073,HH01040,ACCT003135
CRM00003760,Call,2024-11-13 00:00:00,Call with HH01032,Prospecting activity for new household acquisition.,Completed,Schedule review,Active,ADV0073,HH01032,ACCT003107
CRM00003761,Call,2025-02-13 00:00:00,Call with HH01035,No recent engagement; requires proactive outreach.,Not Interested,Send material,Active,ADV0073,HH01035,ACCT003118
CRM00003762,Follow-up,2023-03-02 00:00:00,Follow-up with HH01039,Discussed managed account review and client goals.,Completed,Schedule review,Active,ADV0073,HH01039,ACCT003131
CRM00003763,Follow-up,2023-06-15 00:00:00,Follow-up with HH01033,Follow-up required on fixed income allocation.,No Response,Discuss with manager,Active,ADV0073,HH01033,ACCT003111
CRM00003764,Prospecting,2025-07-16 00:00:00,Prospecting with HH01035,Client expressed interest in tax-aware investment approach.,Completed,Send material,Active,ADV0073,HH01035,ACCT003116
CRM00003765,Task,2024-01-15 00:00:00,Task with HH01044,Discussed managed account review and client goals.,Scheduled Follow-up,Discuss with manager,Active,ADV0074,HH01044,ACCT003148
CRM00003766,Note,2025-03-13 00:00:00,Note with HH01044,No recent engagement; requires proactive outreach.,No Response,Send material,Active,ADV0074,HH01044,ACCT003149
CRM00003767,Note,2025-10-03 00:00:00,Note with HH01049,Discussed managed account review and client goals.,Completed,No action,Active,ADV0074,HH01049,ACCT003160
CRM00003768,Note,2025-12-18 00:00:00,Note with HH01052,Discussed managed account review and client goals.,No Response,No action,Active,ADV0074,HH01052,ACCT003168
CRM00003769,Note,2025-05-02 00:00:00,Note with HH01047,Prospecting activity for new household acquisition.,Completed,No action,Active,ADV0074,HH01047,ACCT003155
CRM00003770,Task,2024-04-07 00:00:00,Task with HH01048,Discussed managed account review and client goals.,No Response,Send material,Active,ADV0074,HH01048,ACCT003159
CRM00003771,Note,2023-01-07 00:00:00,Note with HH01047,Discussed managed account review and client goals.,Scheduled Follow-up,Create opportunity,Active,ADV0074,HH01047,ACCT003155
CRM00003772,Email,2023-03-19 00:00:00,Email with HH01047,Prospecting activity for new household acquisition.,No Response,No action,Active,ADV0074,HH01047,ACCT003155
CRM00003773,Task,2023-03-05 00:00:00,Task with HH01047,Prospecting activity for new household acquisition.,Interested,Create opportunity,Active,ADV0074,HH01047,ACCT003155
CRM00003774,Follow-up,2024-02-11 00:00:00,Follow-up with HH01044,Discussed managed account review and client goals.,Scheduled Follow-up,Send material,Active,ADV0074,HH01044,ACCT003149
CRM00003775,Client Review,2023-01-11 00:00:00,Client Review with HH01042,No recent engagement; requires proactive outreach.,Not Interested,Send material,Active,ADV0074,HH01042,ACCT003141
CRM00003776,Prospecting,2025-06-14 00:00:00,Prospecting with HH01048,Reviewed retirement income needs and cash balance.,Not Interested,Create opportunity,Active,ADV0074,HH01048,ACCT003158
CRM00003777,Prospecting,2025-01-06 00:00:00,Prospecting with HH01046,Follow-up required on fixed income allocation.,Interested,Create opportunity,Active,ADV0074,HH01046,ACCT003154
CRM00003778,Follow-up,2023-09-21 00:00:00,Follow-up with HH01049,Prospecting activity for new household acquisition.,Scheduled Follow-up,Schedule review,Active,ADV0074,HH01049,ACCT003161
CRM00003779,Note,2025-01-24 00:00:00,Note with HH01043,Discussed managed account review and client goals.,No Response,Create opportunity,Active,ADV0074,HH01043,ACCT003146
CRM00003780,Client Review,2025-05-13 00:00:00,Client Review with HH01046,Prospecting activity for new household acquisition.,No Response,Create opportunity,Active,ADV0074,HH01046,ACCT003153
CRM00003781,Call,2024-09-15 00:00:00,Call with HH01045,Follow-up required on fixed income allocation.,Not Interested,No action,Active,ADV0074,HH01045,ACCT003151
CRM00003782,Prospecting,2023-11-20 00:00:00,Prospecting with HH01042,No recent engagement; requires proactive outreach.,No Response,Discuss with manager,Active,ADV0074,HH01042,ACCT003143
CRM00003783,Client Review,2023-06-17 00:00:00,Client Review with HH01049,Discussed managed account review and client goals.,Scheduled Follow-up,Create opportunity,Active,ADV0074,HH01049,ACCT003161
CRM00003784,Email,2025-11-06 00:00:00,Email with HH01048,Discussed managed account review and client goals.,Interested,Discuss with manager,Active,ADV0074,HH01048,ACCT003157
CRM00003785,Email,2023-09-19 00:00:00,Email with HH01044,Client expressed interest in tax-aware investment approach.,Completed,Schedule review,Active,ADV0074,HH01044,ACCT003149
CRM00003786,Prospecting,2023-05-15 00:00:00,Prospecting with HH01049,Follow-up required on fixed income allocation.,Scheduled Follow-up,Discuss with manager,Active,ADV0074,HH01049,ACCT003160
CRM00003787,Call,2024-05-05 00:00:00,Call with HH01046,No recent engagement; requires proactive outreach.,Not Interested,Create opportunity,Active,ADV0074,HH01046,ACCT003154
CRM00003788,Note,2024-07-22 00:00:00,Note with HH01042,No recent engagement; requires proactive outreach.,Interested,Schedule review,Active,ADV0074,HH01042,ACCT003143
CRM00003789,Follow-up,2025-07-04 00:00:00,Follow-up with HH01046,No recent engagement; requires proactive outreach.,Not Interested,Schedule review,Active,ADV0074,HH01046,ACCT003154
CRM00003790,Prospecting,2025-06-11 00:00:00,Prospecting with HH01049,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,No action,Active,ADV0074,HH01049,ACCT003160
CRM00003791,Task,2025-03-12 00:00:00,Task with HH01046,No recent engagement; requires proactive outreach.,Not Interested,Discuss with manager,Active,ADV0074,HH01046,ACCT003154
CRM00003792,Client Review,2023-05-03 00:00:00,Client Review with HH01050,Reviewed retirement income needs and cash balance.,Not Interested,Create opportunity,Active,ADV0074,HH01050,ACCT003163
CRM00003793,Client Review,2023-09-20 00:00:00,Client Review with HH01045,Prospecting activity for new household acquisition.,Not Interested,No action,Active,ADV0074,HH01045,ACCT003151
CRM00003794,Follow-up,2024-06-26 00:00:00,Follow-up with HH01046,Prospecting activity for new household acquisition.,Interested,Create opportunity,Active,ADV0074,HH01046,ACCT003154
CRM00003795,Note,2025-11-18 00:00:00,Note with HH01045,No recent engagement; requires proactive outreach.,No Response,Create opportunity,Active,ADV0074,HH01045,ACCT003151
CRM00003796,Email,2023-10-02 00:00:00,Email with HH01047,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,No action,Active,ADV0074,HH01047,ACCT003155
CRM00003797,Email,2025-06-12 00:00:00,Email with HH01051,Discussed managed account review and client goals.,Completed,Schedule review,Active,ADV0074,HH01051,ACCT003166
CRM00003798,Meeting,2025-04-09 00:00:00,Meeting with HH01051,No recent engagement; requires proactive outreach.,Interested,Discuss with manager,Active,ADV0074,HH01051,ACCT003165
CRM00003799,Call,2023-01-18 00:00:00,Call with HH01046,Follow-up required on fixed income allocation.,Scheduled Follow-up,No action,Active,ADV0074,HH01046,ACCT003153
CRM00003800,Call,2025-06-10 00:00:00,Call with HH01043,Prospecting activity for new household acquisition.,Completed,Send material,Active,ADV0074,HH01043,ACCT003146
CRM00003801,Call,2024-12-11 00:00:00,Call with HH01049,Follow-up required on fixed income allocation.,Not Interested,Send material,Active,ADV0074,HH01049,ACCT003161
CRM00003802,Call,2023-10-12 00:00:00,Call with HH01048,Reviewed retirement income needs and cash balance.,Not Interested,Create opportunity,Active,ADV0074,HH01048,ACCT003157
CRM00003803,Follow-up,2025-02-05 00:00:00,Follow-up with HH01042,Client expressed interest in tax-aware investment approach.,Not Interested,No action,Active,ADV0074,HH01042,ACCT003143
CRM00003804,Client Review,2024-03-03 00:00:00,Client Review with HH01046,No recent engagement; requires proactive outreach.,Interested,Create opportunity,Active,ADV0074,HH01046,ACCT003153
CRM00003805,Client Review,2024-03-09 00:00:00,Client Review with HH01042,No recent engagement; requires proactive outreach.,Interested,Send material,Active,ADV0074,HH01042,ACCT003143
CRM00003806,Note,2025-08-20 00:00:00,Note with HH01044,Discussed managed account review and client goals.,No Response,Schedule review,Active,ADV0074,HH01044,ACCT003148
CRM00003807,Client Review,2023-05-22 00:00:00,Client Review with HH01052,No recent engagement; requires proactive outreach.,Not Interested,Discuss with manager,Active,ADV0074,HH01052,ACCT003167
CRM00003808,Note,2024-08-21 00:00:00,Note with HH01043,Discussed managed account review and client goals.,Not Interested,Discuss with manager,Active,ADV0074,HH01043,ACCT003144
CRM00003809,Note,2023-06-23 00:00:00,Note with HH01044,Follow-up required on fixed income allocation.,Interested,Schedule review,Active,ADV0074,HH01044,ACCT003149
CRM00003810,Client Review,2024-01-01 00:00:00,Client Review with HH01051,No recent engagement; requires proactive outreach.,Completed,Discuss with manager,Active,ADV0074,HH01051,ACCT003164
CRM00003811,Client Review,2025-12-23 00:00:00,Client Review with HH01042,Follow-up required on fixed income allocation.,No Response,Schedule review,Active,ADV0074,HH01042,ACCT003140
CRM00003812,Client Review,2024-05-24 00:00:00,Client Review with HH01047,No recent engagement; requires proactive outreach.,Interested,Create opportunity,Active,ADV0074,HH01047,ACCT003155
CRM00003813,Task,2023-05-23 00:00:00,Task with HH01045,Discussed managed account review and client goals.,Scheduled Follow-up,Send material,Active,ADV0074,HH01045,ACCT003152
CRM00003814,Client Review,2024-12-26 00:00:00,Client Review with HH01060,Follow-up required on fixed income allocation.,Scheduled Follow-up,No action,Active,ADV0075,HH01060,ACCT003189
CRM00003815,Task,2023-06-17 00:00:00,Task with HH01058,No recent engagement; requires proactive outreach.,Interested,Create opportunity,Active,ADV0075,HH01058,ACCT003182
CRM00003816,Note,2025-12-01 00:00:00,Note with HH01059,Discussed managed account review and client goals.,No Response,Send material,Active,ADV0075,HH01059,ACCT003185
CRM00003817,Meeting,2024-02-11 00:00:00,Meeting with HH01061,No recent engagement; requires proactive outreach.,Not Interested,Schedule review,Active,ADV0075,HH01061,ACCT003193
CRM00003818,Follow-up,2024-04-12 00:00:00,Follow-up with HH01062,Follow-up required on fixed income allocation.,Scheduled Follow-up,No action,Active,ADV0075,HH01062,ACCT003195
CRM00003819,Meeting,2023-08-23 00:00:00,Meeting with HH01058,Discussed managed account review and client goals.,Not Interested,Send material,Active,ADV0075,HH01058,ACCT003182
CRM00003820,Follow-up,2024-05-15 00:00:00,Follow-up with HH01061,Reviewed retirement income needs and cash balance.,Completed,Send material,Active,ADV0075,HH01061,ACCT003192
CRM00003821,Client Review,2024-07-05 00:00:00,Client Review with HH01054,Reviewed retirement income needs and cash balance.,Interested,Send material,Active,ADV0075,HH01054,ACCT003171
CRM00003822,Meeting,2023-09-02 00:00:00,Meeting with HH01058,Client expressed interest in tax-aware investment approach.,Interested,Send material,Active,ADV0075,HH01058,ACCT003182
CRM00003823,Email,2024-02-23 00:00:00,Email with HH01053,No recent engagement; requires proactive outreach.,No Response,Create opportunity,Active,ADV0075,HH01053,ACCT003170
CRM00003824,Call,2024-08-19 00:00:00,Call with HH01058,Follow-up required on fixed income allocation.,Interested,No action,Active,ADV0075,HH01058,ACCT003184
CRM00003825,Client Review,2023-07-04 00:00:00,Client Review with HH01058,Reviewed retirement income needs and cash balance.,Interested,Discuss with manager,Active,ADV0075,HH01058,ACCT003183
CRM00003826,Call,2024-02-13 00:00:00,Call with HH01058,Client expressed interest in tax-aware investment approach.,Interested,Schedule review,Active,ADV0075,HH01058,ACCT003184
CRM00003827,Call,2024-01-06 00:00:00,Call with HH01055,Client expressed interest in tax-aware investment approach.,Interested,Send material,Active,ADV0075,HH01055,ACCT003175
CRM00003828,Email,2024-09-08 00:00:00,Email with HH01057,Prospecting activity for new household acquisition.,Interested,Schedule review,Active,ADV0075,HH01057,ACCT003181
CRM00003829,Prospecting,2025-06-15 00:00:00,Prospecting with HH01056,No recent engagement; requires proactive outreach.,Not Interested,No action,Active,ADV0075,HH01056,ACCT003177
CRM00003830,Call,2024-10-21 00:00:00,Call with HH01053,Discussed managed account review and client goals.,Not Interested,Discuss with manager,Active,ADV0075,HH01053,ACCT003170
CRM00003831,Note,2023-12-03 00:00:00,Note with HH01054,Reviewed retirement income needs and cash balance.,Interested,Create opportunity,Active,ADV0075,HH01054,ACCT003171
CRM00003832,Task,2025-11-07 00:00:00,Task with HH01056,Discussed managed account review and client goals.,Not Interested,No action,Active,ADV0075,HH01056,ACCT003176
CRM00003833,Client Review,2024-10-08 00:00:00,Client Review with HH01058,Client expressed interest in tax-aware investment approach.,No Response,Schedule review,Active,ADV0075,HH01058,ACCT003183
CRM00003834,Client Review,2024-09-13 00:00:00,Client Review with HH01053,No recent engagement; requires proactive outreach.,Not Interested,Create opportunity,Active,ADV0075,HH01053,ACCT003170
CRM00003835,Prospecting,2025-12-24 00:00:00,Prospecting with HH01062,Discussed managed account review and client goals.,Completed,Discuss with manager,Active,ADV0075,HH01062,ACCT003194
CRM00003836,Client Review,2025-02-03 00:00:00,Client Review with HH01060,Reviewed retirement income needs and cash balance.,Interested,No action,Active,ADV0075,HH01060,ACCT003188
CRM00003837,Call,2025-01-17 00:00:00,Call with HH01054,Follow-up required on fixed income allocation.,No Response,Discuss with manager,Active,ADV0075,HH01054,ACCT003171
CRM00003838,Follow-up,2025-09-20 00:00:00,Follow-up with HH01057,Discussed managed account review and client goals.,Not Interested,No action,Active,ADV0075,HH01057,ACCT003181
CRM00003839,Client Review,2024-04-22 00:00:00,Client Review with HH01059,No recent engagement; requires proactive outreach.,Completed,Discuss with manager,Active,ADV0075,HH01059,ACCT003187
CRM00003840,Client Review,2024-10-12 00:00:00,Client Review with HH01055,Discussed managed account review and client goals.,Completed,Send material,Active,ADV0075,HH01055,ACCT003175
CRM00003841,Note,2024-05-25 00:00:00,Note with HH01060,No recent engagement; requires proactive outreach.,Completed,Discuss with manager,Active,ADV0075,HH01060,ACCT003189
CRM00003842,Meeting,2025-03-05 00:00:00,Meeting with HH01060,Follow-up required on fixed income allocation.,Scheduled Follow-up,Send material,Active,ADV0075,HH01060,ACCT003190
CRM00003843,Call,2024-02-13 00:00:00,Call with HH01061,Prospecting activity for new household acquisition.,Scheduled Follow-up,Schedule review,Active,ADV0075,HH01061,ACCT003191
CRM00003844,Task,2024-02-13 00:00:00,Task with HH01056,Client expressed interest in tax-aware investment approach.,No Response,Discuss with manager,Active,ADV0075,HH01056,ACCT003178
CRM00003845,Meeting,2025-02-16 00:00:00,Meeting with HH01057,No recent engagement; requires proactive outreach.,Interested,Discuss with manager,Active,ADV0075,HH01057,ACCT003180
CRM00003846,Prospecting,2023-08-12 00:00:00,Prospecting with HH01053,Discussed managed account review and client goals.,Completed,No action,Active,ADV0075,HH01053,ACCT003170
CRM00003847,Task,2025-04-02 00:00:00,Task with HH01059,Reviewed retirement income needs and cash balance.,Not Interested,Create opportunity,Active,ADV0075,HH01059,ACCT003185
CRM00003848,Call,2023-06-26 00:00:00,Call with HH01055,Prospecting activity for new household acquisition.,Interested,Create opportunity,Active,ADV0075,HH01055,ACCT003175
CRM00003849,Call,2023-10-26 00:00:00,Call with HH01054,Prospecting activity for new household acquisition.,Completed,Send material,Active,ADV0075,HH01054,ACCT003171
CRM00003850,Call,2025-04-20 00:00:00,Call with HH01059,Follow-up required on fixed income allocation.,Not Interested,Send material,Active,ADV0075,HH01059,ACCT003186
CRM00003851,Note,2025-02-11 00:00:00,Note with HH01059,No recent engagement; requires proactive outreach.,Completed,Discuss with manager,Active,ADV0075,HH01059,ACCT003185
CRM00003852,Client Review,2024-03-22 00:00:00,Client Review with HH01054,Follow-up required on fixed income allocation.,Completed,Send material,Active,ADV0075,HH01054,ACCT003172
CRM00003853,Follow-up,2024-04-07 00:00:00,Follow-up with HH01062,Client expressed interest in tax-aware investment approach.,Completed,Schedule review,Active,ADV0075,HH01062,ACCT003194
CRM00003854,Call,2025-05-26 00:00:00,Call with HH01055,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,No action,Active,ADV0075,HH01055,ACCT003174
CRM00003855,Task,2025-03-01 00:00:00,Task with HH01055,Reviewed retirement income needs and cash balance.,Interested,Schedule review,Active,ADV0075,HH01055,ACCT003175
CRM00003856,Note,2025-05-26 00:00:00,Note with HH01057,No recent engagement; requires proactive outreach.,No Response,Schedule review,Active,ADV0075,HH01057,ACCT003180
CRM00003857,Follow-up,2025-06-22 00:00:00,Follow-up with HH01057,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Create opportunity,Active,ADV0075,HH01057,ACCT003180
CRM00003858,Follow-up,2023-01-22 00:00:00,Follow-up with HH01061,Prospecting activity for new household acquisition.,No Response,Send material,Active,ADV0075,HH01061,ACCT003191
CRM00003859,Follow-up,2024-11-09 00:00:00,Follow-up with HH01057,Discussed managed account review and client goals.,Scheduled Follow-up,No action,Active,ADV0075,HH01057,ACCT003180
CRM00003860,Email,2023-05-24 00:00:00,Email with HH01056,Client expressed interest in tax-aware investment approach.,Completed,Create opportunity,Active,ADV0075,HH01056,ACCT003177
CRM00003861,Email,2025-12-01 00:00:00,Email with HH01057,No recent engagement; requires proactive outreach.,Interested,Send material,Active,ADV0075,HH01057,ACCT003180
CRM00003862,Client Review,2024-06-21 00:00:00,Client Review with HH01054,Client expressed interest in tax-aware investment approach.,No Response,Discuss with manager,Active,ADV0075,HH01054,ACCT003172
CRM00003863,Call,2023-05-02 00:00:00,Call with HH01059,No recent engagement; requires proactive outreach.,Completed,Schedule review,Active,ADV0075,HH01059,ACCT003186
CRM00003864,Client Review,2025-09-08 00:00:00,Client Review with HH01056,No recent engagement; requires proactive outreach.,Not Interested,No action,Active,ADV0075,HH01056,ACCT003177
CRM00003865,Follow-up,2023-01-16 00:00:00,Follow-up with HH01057,Client expressed interest in tax-aware investment approach.,No Response,Create opportunity,Active,ADV0075,HH01057,ACCT003180
CRM00003866,Email,2023-12-02 00:00:00,Email with HH01056,Reviewed retirement income needs and cash balance.,No Response,Discuss with manager,Active,ADV0075,HH01056,ACCT003177
CRM00003867,Prospecting,2023-08-23 00:00:00,Prospecting with HH01058,Prospecting activity for new household acquisition.,Completed,Send material,Active,ADV0075,HH01058,ACCT003184
CRM00003868,Note,2024-01-24 00:00:00,Note with HH01053,No recent engagement; requires proactive outreach.,Completed,Schedule review,Active,ADV0075,HH01053,ACCT003170
